review,sent
Usain Bolt is faster than your 4G connection @dialoglk #Dialoglk #lka,negative
"dialoglk What's with the awful connection and speed? It's been lagging for the past couple weeks and hit an all new low today, cannot even do a simple Google search without it crashing. Kindly fix this! #dialog #dialoglk",negative
"dialoglk has the WORST fucking service!! Their connection is horrid and slow and customer care is just a chat bot with bogus irrelevant replies!! #dialog #dialoglk 
Does anyone ever attend to customer queries @dialoglk !???",negative
"They don't treat there customers well at all.. They don't care about customer at all. Such disappointment from such a big multinational company.. 
#cooperatecompany #multinationalcompany #dialogaxiata #dialoglk",negative
dialoglk why so pathetic??? #dialoglk #whysoslow #datathief #lk #slow #srilanka,negative
dialoglk why does the internet speed looks like when you guys first introduced 3G.,negative
what’s with the data slowness? Mobile and 4G wifi both has been slow down.,negative
"I ended up paying the bill twice because of 
@dialoglk
  stupid mobile app. 
Payed it once and no feedback / didn't activate,  app freezed.
2nd attempt was a success. But with a -2500lkr balance. Seriously #dialoglk?",negative
"The frustration I have to go through using a 
@dialoglk
 mobile connection in #Ragama area is hectic. Why is it getting worse every day? Been complaining about these issues for the past two years.

PS: I am not talking about the bandwith but the signal strength.",negative
"#dialoglk They talk about 4.5G LTE, But even can't give us stable 4G connection. #dialoglk 4G has 1 or 2 signal bars. Now one of my friend moving with #slt 4G with full signal bars and stable connection.",negative
"dialoglk having trouble with slow and unstable  #Dialoglk home WiFi, is there a network failure?",negative
Why am i getting 'Not registered on network' message!!? Thought just me but seems not!!!!!,negative
dialoglk why do you send this greeting msg and charge us? Happened twice this week. #dialoglk #lk #dialog,negative
dialoglk #dialoglk #dialogGampaha counters taking hell of a time do do one job.,negative
"dialoglk #dialoglk came to Dialog at Gampaha to get a new broadband connection, waiting for 30min in the queue",negative
While comparing @DialogQatar & @dialoglk i will say #DialogLK is worst in how these idiots handle our complaints.,negative
The Heck is wrong with the Internet??,negative
Why the fuck do you send these spam texts? You didnt respond to my previous concern either. #DialogLK #Spam,negative
I hope @dialoglk stops the Roaming ads they play on #dialogtv. Poor acting and it's really annoying.,negative
Staff at @dialoglk  told me that my complaint was one of many they have to deal with! Like wtf? #dialoglk Do i care?,negative
dialoglk i was told my problem would be sorted in 54 hours. Been a week now. Unbelievable. Ridiculous. #dialoglk #USELESS #crap,negative
Might as well cancel my data plan. I would have definitely switched to another network if number portability was there. #dialoglk #fail,negative
ah no some #dialoglk services  not working this tym :S,negative
dialoglk  shame on you !! you need to respect to the service agreement.. ! you are loosing a loyal customer for last 6 years! #dialoglk #fb,negative
"Dialog TV cheating us, first asked to activate star cricket to c SLPL next day asked to activate ESPN #dialoglk",negative
"#Dialoglk Support , Forever Waiting :D",negative
"Screw you #dialoglk! Why the fudge suddenly it says that my Sim is invalid and no connection?? I kept on trying but no response 
@dialoglk",negative
dialog billing sucks.. i can't understand anything in this bill.. #fail #dialoglk,negative
"Howcome #Dialoglk, expects u to accept d ebill but they cant accept a request when it comes from d same email address? Rubbish",negative
Very unsatisfactory service. They are very late on customer service,negative
Service standards are very low. Proper safety measures were not taken for COVID,negative
"Very unhelpful.they didnt have stocks to replace an unfunctioning wifi unit, they wanted me to go to the Nugegoda branch. There was a discrepancy in the bill value for the TV account. My bill on sms sent by dialog showed arears of amounts close to 2,600 the computer at the dialog showed arears of 5,000 . The agent was unable to answer simple questions and kept blaming the system. The tv was disconnected on the 30th of december and yet a bill has been issued for the month of january for a disconnected service. When asked if the bills can be paid, the agent says he cant accept paymemt untill his system is updated and that we should come back to pay the bills when we get a call from their helpline that will explain the bill discrepancy.
Utter waste of my time!!!!!
They need to educate their staff on the packages,offers and basic functions of the mysterious 'system'",negative
Most disappointing. Lethargic and not helpful at all.,negative
bad service ! They going to charge for free services,negative
Didn't get expected service,negative
Worst customer service ever. Providing misleading false information about plans/packages to get business. ,negative
"Customer service is shocking and they consistently make mistakes. To cap it all, when I finally decided to shift my mobile contracts to another provider I'm promised a refund on my final bill and guess what? As I type this I am wasting more time on Dialog chat asking why they have not given me my refund. Useless!!!",negative
"Terrible experience with Dialog. Had to deal with awful broadband for months, until it reached a point where I was unable to perform my day to day job.",negative
"I ended up paying 200 pounds just for the remaining time of my contract, during which I haven't used the wifi and had my router disconnected.",negative
"Useless, can't sort anything. Mistakes and errors on every single task. Misleading information provided to a customer on every possible occasion. In order to have anything sorted need to call over 3 times and pray that it will get sorted.",negative
My credit history suffered because of their error and they weren't able to fix it from the first time. Passed to collections because they haven't updated their own system that my contract has been cancelled.,negative
network is soo bad i can't use it for work when i told them i like to cancel they said they can;t help.,negative
"Overcharge every month on mobile phone bill, even though told them multiple times to cap charges and block any excess usage. Extremely bad customer service being transferred to multiple people and still no progress on my complaint on billing overcharges.",negative
"Broadband or not as the case is! Very poor customer support. I have had an issue since 3rd March. I have rung, I have text, I have had several live chats, and no one listens, they just push you from one person to another or one department to another.",negative
Dialog has possibly the worst customer service I’ve ever experienced. They’ve treated me so incredibly badly.,negative
"FUCKING TRICKED ME, BAD BUSINESS ITS A FUCKING JOKE. BULLSHIT BUSINESS STRUCTURE",negative
"Yet again I’ve got no broadband!! I had a huge complaint and got 5/6 months free broadband and guess what, even when it’s free it doesn’t work! I want to leave Dialog and will do everything in power to assist others in complaining to this shocking service and dreadful customer experience. AVOID AT ALL COST, pay more for a better provider!!",negative
"Well, I work remotely and just moved in my new house. They assured me I'll have my broadband and everything set by the end of 18th of feburary but that it could take up to midnight. ""Don't worry, I assure you it will work etc etc"". Now I've just talked with 3 different people and it seems they will not supply the service and I will be offline till the 22nd!!!!!!!!!!!!!!!!!!!!!! I have meetings to do, I'm in industry and need internet to work. I told them how ridiculous this is and they just told me to make it better I will not be charged until I'll be online!!!! Such a huge favor!!!!! Basically they will not charge me for something I didn't get!!! That should be just obvious common sense but apparently is not automatically granted if you are dealing with Dialog!! Stay away!! I will change provider as soon as I can! Thx for nothing Dialog!! As always you prove yourself as the worst company on the market!",negative
"Rubbish customer service, my broadband connection was not working and they said go on the broadband and get the broken broadband fixed. Maybe if my broadband was working I would have already used the broadband.",negative
"Despite misgivings, we though we'd give Dialog a chance and booked broadband installation with them when we moved into out new home. They promised the cheapest deal and the fastest installation. One week before installation the contacted to say that Openreach has messed up their connection and we would have to wait an additional week. Some days later (after we had received the Dialog modem), they contacted us to say that there were no connections available in our area and so they couldn't supply the service. We had given our address, they'd accepted the contract and two weeks later we're faced with starting all over again with another firm thus delaying access to broadband even further. Incompetent hardly describes their service. Surely they should know what they can supply? Did Openreach really mess up, or did Dialog suddenly realise they couldn't fulfill their agreement with us and try to buy more space on the local cabinet? Several years ago I had issues with setting up my mobile phone contract with Dialog and it appears that they've not improved at all despite their assurances. AVOID!!!",negative
Dialog are best avoided. We use them for broadband (City Fibre). When the contract was taken out it took countless phone calls and two months without internet to get it installed and setup. Now we’re moving. We gave them over three weeks notice and we’re assure that all was good and we’d be transferred and set up on the day of the move. Five days prior to the move my wife called to confirm and they hadn’t a clue. Five hours of phone calls to five different Dialog people and we still have no broadband. The are totally incompetent. The worst customer service you’ll ever receive!,negative
So here we go after four weeks of almost no broadband in my home and umpteen complaints chats and a still ongoing issue They have just had the nerve to Bill me for last months broadband It's outrageous the service and supply issues I'm having with this lot,negative
"I called Dialog to say my broadband was not working. After stating the problem, their initial automated response was to tell me the best way to get it resolved was to go online. How was I supposed to do that when my broadband was not working? I held on the phone and it did say they would transfer me to a call handler. I then listened to a loud buzzing for 5 minutes before giving up. I will try again when I have more time.",negative
Another evening of Nowhere broadband in the lounge Another slow speed unbearable Netflix and buffering when will Dialog deliver it their promise,negative
"After 18 months of promises to fix our broadband, which they claimed to be fibre and ran at download speeds of between 1 and 3 mbps, when our neighbours receive an average of 30, I managed to get the contract terminated. Switched to bt and, after a 20 minute visit from a technician, the problem was resolved, some 100 metres away from the house. Worst company I have ever taken a subscription with.",negative
"My rooter didn’t work properly.... wouldn’t connect to my app. Called customer service; the advisor kept me on the phone for 1 and a half hours. Didn’t resolve any problems, I was resolving some of the issues myself. Told him I wanted to leave as they didn’t provide what I paid for initially. ",negative
"Nothing ever goes right with them. 1) I signed up for their 5g mobile broadband, got into a contract was sent a 5g modem/ router and them I found out there that there isn't any 5g coverage on the registered address. 2)I asked to port a phone number to their network as a new contract and they ended up replacing the number I already had with them. I lost my phone number. 3) I have a pay as you go line I use for travelling and every time I try to top it up I have issues and end up being charged twice but the credit is only applied once.",negative
"I tried to sort all those issues with their dreadful customer service either by chat or by phone. I was told to return the modem, to sort the charges with my bank, and promised that my number wouldn't be erased/replaced. They will say whatever and never sort anything out.",negative
"Horrendous customer service, years of billing issues and it is such an ordeal to get it corrected. Biggest issue recently is a billing issue with my broadband an error on my account saw me be charged £41 per month rather than £21 per month.",negative
"Ever since I got Dialog broadband it would regularly drop out, Dialog's response has been to blame everyone but themselves, and have basically washed their hands of the problem stating I have too many internet enabled devices, despite their competitors (like BT) having no issues with the number of devices, and ignoring that their router does not actively manage these devices. I never thought I'd experience the day when I actually miss BT's customer service. Anyway I guess I'm heading to the ombudsman to try and get some sort of half decent service.",negative
"I am extremely disappointed in your customer loyalty I have always paid my bills on time after more than 8 years and thousands of pounds paid ,one missed bill I had no idea about,no communication with me just disconnected my home broadband and worst of all ,ruined my credit report witch I must say was excellent this is very bad customer service,I will not be recommending Dialog for loyalty",negative
"I've been a Dialog user for years, on pay as you go. However, recently having not used my phone for a few months, but it still being charged and with sim in place, I went to use it, and Dialog has made my number obsolete, so I have no way of using the phone to make phones calls, and the credit I had on the sim gone. How can they have the right to do this, that's theft? Dialog was always been more expensive than most of the other networks, but I never had problems with connectivity, which is why I stuck with them, however, now this has happened it severely reduces the number of stars I would have given them. You'll have seamless service right up until the day comes, when they make your number obselete and take your credit.",negative
I've made an payment 30 December to my dialog home broadband. I was charged and they claims my money never received to them. I've made the bank dispute and bank verified my money delivered to them successfully. they don't have separate customer support section. poor customer support and unprofessional case handling stay away..,negative
Dialog blocking HBOGO on Playstation 4 Consoles,negative
Issues in Dialog Internet Online Streaming,negative
False Information Given Just To Get Me Set Up Service,negative
Dialog speed throttling internet,negative
Possible throttle,negative
throttling and disconnections,negative
Internet offer rescinded,negative
Internet Throttling,negative
"very much disappointed with ur service, its been more than 2 months but the 4G sim not delivered yet. ?? what's the problem???",negative
RT @NumeroUnity: Facing bad telecom network at my home #Anuradhapura. @dialoglk kindly look into this!,negative
RT @AntiquityBlue: The most pathetic service of the year award goes to @dialoglk . Just Pure pathetic.,negative
@NumeroUnity @dialoglk has pathetic service. One company that continues to have the lowest grade of customer service.,negative
"@dialoglk It has been 24 hours, since I had raised escalation, no output so far? Any update? https://t.co/SOVwXhGn8I",negative
@dialoglk Just wanted to know why is there charges of Rs 110 on MNP without giving? proper receipt from the executive ?,negative
Things are getting out of control. Pathetic Network,negative
Hey @dialoglk I do not want to move to your network. Stop calling me! My number is registered under DND list. #annoying,negative
Greatly disappointed with the services ..completely insane@dialoglk,negative
.#dialoglk This problem doubled after Fibernet modem.. we have no option except to switch to other network @dialoglk,negative
"#dialoglk @dialoglk team totally disappointed by the apathy shown service order no 48589466 dt 12th Apr, no completion pls resolve",negative
We have many Airtel mobile number phone in my office but there is network problem.No connection @dialoglk @airtel_care #dialoglk 9810069432,negative
#dialoglk @dialoglk poor 4g speed in gurgaon and noida . Irritated . Planning to switch,negative
#dialoglk @dialoglk I am so fed up of paying sky high prices. Kindly help me with the disconnection of my 6 accounts.,negative
"#dialoglk @dialoglk stop making false commitments just to get the customer from another service providers #crooks, #Cheaters",negative
@dialoglk HD channels not showing. CC executive declined a request to transfer the call to a manager. Complain number- 60613909.,negative
#dialoglk No Call received @dialoglk #dialoglk. Poor Service. Need attention #dialoglk #NotPresent,negative
@airtel_care #dialoglk @dialoglk pathetic customer service,negative
"Not happy with Airtel Postpaid bill. You have charged too high SMS charges. Kindly look into this matter. My no.Is 9475054140
@dialoglk",negative
"Hey @dialoglk, you closed my complaint fr bad network coverage saying I was not reachable! Wasn't that the point? I think I've had enough",negative
@dialoglk I think you don't deserve any more consideration for your horrible service! Time to switch to @reliancejio or @VodafoneIN.,negative
"@dialoglk 1/6 team v r requesting fr static IP, but ur team said it will take 5days. In this modern wrld fr our request it'll take 5 days",negative
@dialoglk 3/6 as a premium customer we have 5 landlines of airtel connection from 2012 but u r response in this way,negative
RT @priyanka_om: Pathetic services @dialoglk #dialoglk all corporate number barred once again in one week,negative
RT @AntiquityBlue: The most pathetic service of the year award goes to @dialoglk #dialoglk . Just Pure pathetic.,negative
@AntiquityBlue @dialoglk #dialoglk I thought we should switch to any other ... user since more than 10 years... !,negative
#dialoglk @dialoglk  Dialog services and customer care has gone from bad to worst. Air Tel staff are not bothered  for  customers,negative
"#dialoglk @dialoglk soon after @reliancejio effect, facing serious network issues.
Rarely I get Airtel 4G network in Mumbai @TRAI",negative
I m blind supporter of @_DigitalIndia bt @dialoglk #dialoglk is gvng poor customer service n nt responding properly @manojsinhabjp,negative
"RT @thikkananda: #dialoglk  @dialoglk   You will never resolve my issue #dialoglkcheats #dialoglk 
@rsprasad see how #dialoglk showe…",negative
@TRAI #dialoglk @dialoglk I don't want freebies but with it current plan I m getting 2g speed in 4g pack please stop folling us,negative
"Every time you call the @dialoglk folks, there is a new plan better than existing &amp; suggested by them! #Jio",negative
@sandeepmoonka @dialoglk What's the use of plans if there is NO network anywhere.,negative
#dialoglk @dialoglk recharged from my airtel. Balance deduct from account but not recharged. Customer care no response. 9896866246,negative
"One of the biggest mistake of my life, I tried to register for Airtel broadband.
@dialoglk #dialoglk plz… https://t.co/tHA9piE2Uh",negative
 pl look into the network Q221. Facing lot of problems since a week now,negative
"Despite what they advertise, Dialog's internet speed is shitty in my area. @dialoglk",negative
 your #DTH services and charges waiting for another #jio initiative like #JioDTH . You never learn by your own.,negative
@dialoglk if u can't provide benefits (rs.399/-) &amp; continue deducting main balance..Why d hell u r living d services.port out frm airtel.,negative
@dialoglk why u r deducting main balance when already 399/- recharge is done. Why ..Why..U want me 2 port out to other operator???,negative
@dialoglk worst customer support service..dey deduct main balnce..Never go for airtel.Worst operator in India r8 now..@reliancejio rocks,negative
@dialoglk #dialoglk Absolutely shameless! No response from Airtel,negative
@dialoglk so frustrated with ur broadband services. A new connection has turned out to be a disaster.  Pathetic,negative
@dialoglk +91 73899 07462.  Called me. Such a rude person calling from airtel. Am so disappointed @dialoglk,negative
It is more than week no one turned up. Worst service by @dialoglk  lazy team working at @dialoglk https://t.co/nkmij2VXz0,negative
"@dialoglk #dialoglk no address verification,violate TRI rules charge to customer  activation .close connection. get Rs 340 loose customer.",negative
"@dialoglk #dialoglk  worst data network,  @VodafoneIN  and @ideacellular have a better 2G speed than your 4G. #fakeclaims.",negative
You scoundrels @dialoglk  Stop showing your Ookla speed test ad on TV. You are cheats.,negative
RT @i_k_b: I have not even provided @dialoglk #dialoglk my contact no and you tried reaching me on my number ??  These lies wont…,negative
@dialoglk #dialoglk my postpaid generated is incorrect and being overcharged. Happening twice in a row. Shud I call cus.sup again,negative
@TRAI my @dialoglk bill is overcharged twice in a row. Is this @dialoglk idea to counter @reliancejio surge?,negative
"@aliabbassayed @VodafoneIN @dialoglk Now they called &amp; said the customer executive lied to me, can you believe ?… https://t.co/pg9nlKQ6JN",negative
Received this.... @dialoglk cheating it's existing customers! #dialoglk ???? https://t.co/S3MFbIHQfA,negative
#dialoglk @dialoglk Recharged DTH. Money got deducted. Transaction shows failed. SMS -Recharge successful… https://t.co/kmBjdTnvE3,negative
Thank you @dialoglk for giving the worst network ever and fooling us with 0mbps (3G&amp;4G). I have been using airtel from past 6 years,negative
@dialoglk stop fooling people with your fake advertisement about being fastest network. You have been the worst network from past 2 month,negative
RT @msidheswar: Pl b careful 2 @dialoglk #dialoglk.Really cheaters.U never know whatever amount they levy.Evry time some RS 150 e…,negative
@manukumarjain #dialoglk @dialoglk @XiaomiIndia @RedmiIndia @xiaomi Company has completely stopped listening to its customers,negative
RT @arvind_agarwal: Dear @dialoglk Why this fraud to mislead customers? Two validity periods for 1 offer. looted my 899 rupees.,negative
@dialoglk #dialoglk @inconsumerforum  is der a way 2 deduct amnt 4m bill if airtel net keep disconnecting… https://t.co/uq7fX7jW4W,negative
RT @tovishnu16: @dialoglk #dialoglk @inconsumerforum  is der a way 2 deduct amnt 4m bill if dialog net keep disconnecting in evry…,negative
@dialoglk #dialoglk Some serious issues with Unfairtel broadband. Extremely frequent disconn… https://t.co/7P5wOliW52,negative
@dialoglk don't offer smthng which you can't deliver...too much free-free data and your 4G speed now sucks...fastest 4G my foot..,negative
@dialoglk very poor speed .,negative
#dialoglk @dialoglk  i recharged 399rs with mydialog app but didnt get 5% cashback,negative
@dialoglk #dialoglk poor broadband speed since last few days. @mobitel works better than you. Disappointing.,negative
#dialoglk @dialoglk Do your customer care not work 24*7? Such dissappointments! #dialoglk #Customercare,negative
@dialoglk  pls provide better service else it will not take much time to switch other connection.. I know u have too many users but I m 1,negative
"Speed stats has shown a major fall! Not at all impressed! ??Would change my operator if same goes on! 
Fix it! OR loose it ????",negative
#dialoglk @dialoglk FUCK you @dialoglk your cc still wrose then any https://t.co/qmxGQgmGD9 still provide wrose cc experience.,negative
#dialoglk @dialoglk and you should remove your stupid adverting about Fastest internet ,negative
@dialoglk I was told that I received calls in UAE where as I hv never answered any call. Pls find record . It's cheating and looting,negative
@dialoglk  worst ever experienced with Dialog,negative
@dialoglk For god sake try to resolve all the customer issue asap than spending time on your fake marketing #dialoglkCheat,negative
RT @thikkananda: #dialoglk  @dialoglk   You will never resolve my issue #dialoglkcheats #dialoglk @rsprasad see how #dialoglk showe…,negative
RT @msidheswar: Pl b careful 2 @dialoglk #dialoglk.Really cheaters.U never know whatever amount they levy.Evry time some RS 150 e…,negative
Continuous WIFI for 30mins becoming part of bucket list. #dialoglk @dialoglk @askairtel poor job in installing router.,negative
"Dialog just a liar and cheater company.,",negative
@dialoglk you shameless pig ??! Cheating became an hobby !!!,negative
"horrible supprt req 4 new sim for new phone since 21Apr, yet nt solved. https://t.co/bmjzytk9N3 team membr lie abt  @dialoglk",negative
#dialoglk @dialoglk  payment is not reflecting in my account paid long back . See the images. Bad service… https://t.co/u6Vd6579PT,negative
clear cut example of cheating to customer by @dialoglk . We should be aware ... https://t.co/EhRbiNdluR,negative
"@dialoglk #dialoglk why da hell u making it so difficult to resolve issues,u guys r da worst i'h ever seen, liars &amp; fake promises",negative
"Ok, like how? By dropping the calls! Pathetic network @dialoglk Never port to #dialoglk https://t.co/XS9Mzt0LgX",negative
@dialoglk #dialoglk I'm in roaming still paying for offnet calls and Internet too. Why dn't u tell ur plans completely.looters(3!,negative
@dialoglk #dialoglk @airtelnews Worst service provider charging me for 16mbps speed and providing less th… https://t.co/KyrTIL61Dz,negative
RT @av_2905: @dialoglk #dialoglk @airtelnews Worst service provider charging me for 16mbps speed and providing less then 2mbps ht…,negative
@dialoglk #dialoglk @airtelnews Worst Service provider of Telecom Industry they just advertise and spend… https://t.co/nBlXIr4Q0t,negative
@dialoglk #dialoglk @airtelnews Worst Serivice provider Fake company Only good in building fake repo thro… https://t.co/69P3H6asIr,negative
@MeetUunngLee @dialoglk @ideacellular @idea_cares I am porting out of @dialoglk .... Flacky net connection and frequent call drops.,negative
@dialoglk network is seriously getting worse n worse as world changes. Thanks to jio voda etc atleast we r not going back 2 stone age.,negative
"3G still unavailable and 2G network sucks. 
WB 732141",negative
"#dialoglk @dialoglk @FreeCharge @FreeChargeCares
I am very much upset from the service you are providing,… https://t.co/BCqAkNj1W8",negative
"#dialoglk @dialoglk I am of making complaints regrding ur pathetic 4G services. Enough is enough, got to… https://t.co/4lyZRuazLq",negative
@dialoglk  What a cheat and fraud company you are . Your agents are behaving like goons.,negative
@dialoglk most useless customer service ..your store and backend teams don't talk to each other and customer suffers .....,negative
@dialoglk your network cheated me,negative
.@dialoglk #dialoglk vs competition postpaid plans are a joke. VERY disappointed as a platinum customer. Interaction ID:2427150595,negative
@dialoglk why pathetic customer care service nowadays? Customer care people not solving queries. Not wanna reyain loyal customers ?,negative
@manukumarjain #dialoglk @dialoglk @XiaomiIndia @RedmiIndia @xiaomi Airtel 2G network is poor since many… https://t.co/ojrj6Q35Za,negative
"@dialoglk Your network is crippled on 2G, 3G, 4G. Never got a proper network and customer care from Social Media… https://t.co/odMYIipbrB",negative
"Hey @dialoglk, need to port now. Because @ideacellular and @idea_cares are the worst ever service providers. Can you guys please help?",negative
"#dialoglk @dialoglk @Change @janlokpal This is ridiculous. Irresponsible, worthless",negative
 providing 3rd class Sarvice,negative
@dialoglk Ur network is just so bad its actually started affecting my daily life .. horrible . It's gotten worse.. it's crippling,negative
#dialoglk not at all happy with broadband service of @dialoglk. Cust care system is always down #Ridiculous. Check DM &amp; revert plz,negative
@dialoglk #dialoglk why am I not getting reply 4m u. Totally pissed with ur broadband service. Will disconnect if u don't respond,negative
"@dialoglk worst is,last 15days, didn't get d connection n you have sent the bill when twice cust care execs told us that we won't have to",negative
"#dialoglk @dialoglk Looters, we've been paying you for years now and you people r just cheating us. Seems the shop'll close soon.",negative
@ramdhoom Still @dialoglk has the worst ads.,negative
@PathakMalhar @dialoglk Yes...Airtel been irritating since ages...,negative
Pl b careful 2 @dialoglk #dialoglk.Really cheaters.U never know whatever amount they levy.Evry time some… https://t.co/dLlzkxB6E5,negative
@dialoglk #dialoglk hv no answers to any good up created by them.Need awareness campaign against their conspiracy.,negative
"@dialoglk slowest 4g data connection I ever seen, not able to open google homepage in 5min duration, shame on you",negative
@dialoglk horrible service broadband not working since a week,negative
#dialoglk 1/2 Itz very unfortunate that 3g service in our area is very weak. #dialoglk @dialoglk,negative
@dialoglk your network sucks. It took an hour for me to put this post. Don't give false promise's,negative
@dialoglk #dialoglk you guys show how to cheat customers v well. Shame.,negative
@dialoglk #dialoglk Ths Is wht u called Fastest Internet? I m nt paying bill for this kind of network. In… https://t.co/KPATD5UFVR,negative
@dialoglk strgling to get LL and BB connections to work for 3 days now. Service sucks with no commitments. Ruind my long weekend plans...,negative
@dialoglk #dialoglk i am complaining from last so many days for my data consumption to ur CC but foolish people do not have ans.,negative
@dialoglk Do you have educated people in your workforce or have you appointed donkeys?,negative
"Experiencing a terrible treatment. I hope the address verifications are done properly.
#dialoglk #badservice",negative
@aai_think #dialoglk @dialoglk Do not upgrade to vfiber yet. Have been facing problems every hour. The vf… https://t.co/m2AROJl7A8,negative
@dialoglk I hav an Airtel Hotspot and it's not working properly . I have ovr 8gb 4g data and speeds are bad . Happening 1st time .help,negative
"@dialoglk network getting worse in Undri, @Pune. Complaining since a year with no resolution!",negative
@dialoglk 4G now a days not working.Forced to switch to 2G/3G.Very slow network.,negative
"@dialoglk Very bad experience with Airtel broadband, they are not disconnecting my services, instead giving false promises about 24 hrs",negative
#dialoglk @dialoglk going to police is the only option left. airtel is cheating me by adding random charges to my postpaid bill.,negative
"@dialoglk you guys are cheating the customer to the core with 349 offer , if can't recharge the proclaimed offer don't send the ad to me",negative
"2/2 #dialoglk @dialoglk facing a lot of problems with the my prepaid phone number. Ref no PR042900268, PR042900268",negative
@dialoglk trying to port out due to network issues. But my req cancelled thrice without even notifying me. Totally unprofessional!!!,negative
"Cheater..cheater..
Cheater..cheater..
Shame..shame..shame..shame..@dialoglk #dialoglk",negative
"@dialoglk  I bought a 10GB 4G pack, Can't even use the 4G. Wasted with dialog",negative
Dialog services are the worst services,negative
@dialoglk what kind of fuck all services you have for your digital Tv #shame,negative
@dialoglk Sick of Bbnd service now. Lot of problems since ViFiber upgrade. Another Important Skype gets disconnected. Changing it soon!,negative
@dialoglk @dialoglk Indias Fastest Network???? Shameless and misleading ads. I've been testing this next to t… https://t.co/eqidf0uQwC,negative
@dialoglk you have been charging me twice the national roaming charges; one from myplan &amp; other from 99 pack which is complete bullshit.,negative
@dialoglk worst network getting from last 2 weeks...,negative
"@dialoglk what happened to airtel 4g, irritating from past one week, even after several complaints, nothing resolved.",negative
@dialoglk I am going to port to other network (airtel postpaid customer),negative
"@dialoglk , very bad service. Waiting for more than 3 days for broadband connection. Did payment and paperwork. CAF NO VHYD509880-1-1",negative
@dialoglk  Dialog is very poor  network no  fast   .......,negative
"Not able to use internet from one month.Called Airtel many times, false promises. What a pathetic service!  @dialoglk #dialoglk",negative
1/3 Complaint raised in 15 Apr and still pending. Worst customer service @dialoglk #dialoglk,negative
"3/3 Claims to provide service even in forests and caves. But pathetically fails within city. Poor u... 
@dialoglk #dialoglk",negative
"#dialoglk @dialoglk #dialoglk 
How many times u wanna hide ur incapability and how many times u want 2 tk support of lie n cheating",negative
@dialoglk Seems your site is not working.I am trying to change my plan online but not able to do so. Very bad customer experience.,negative
"@dialoglk my number is 8220284296,im trying to call customer care but the calls get disconnected everytime.. this is how you treat?",negative
@dialoglk no 4g service on my device past three days. and your 3g internet is horrible.my updates are getting delayed by 2 hrs.horrible,negative
"@dialoglk plz improve your dwnld speed, after recharging for 4g I m getting speed of 1kbps at HALDIA West Bengal it's very pathetic",negative
@dialoglk is this a joke am I paying for such pathetic network?,negative
"@dialoglk I am facing signal issues from last 2 months at Silicon City, Sec76 Noida. No improvement seen after many complaints.",negative
@dialoglk once again disappointed with your service.....how didn't get any response frm ur side on query even no… https://t.co/CrGwzwZo1U,negative
@dialoglk poor strategy to force hd channels to customers... f1 playing only on start sports select 2 hd... u have a hater today,negative
"@dialoglk worst experience. Ported my no. to airtel 1 month back still not received signals. Cus care guys,store people lying endlessly",negative
Airtel handset internet speeds are pathetic #dialoglk @dialoglk @rsprasad @rajeev_mp @DeoKalikesh,negative
"@dialoglk DTH id-3004234397,M-9639015148.Complaint lodged on 28.04.17. No action since many reminders.Worst dialog dth service observed",negative
RT @Brain_Humor: Hey @dialoglk dont make us fool. I have recharged with rs 399/- but not getting 1GB data/day. Solve this issue asap or…,negative
"#dialoglk @dialoglk worst service provider ever 
money eaters.. i am gonna port my sim.. i am gonna sue you dialog ???? @dialoglk",negative
#dialoglk @dialoglk worst network issues and most inefficient customer support. Disappointed. @naresh100kumar,negative
@dialoglk worst experience..charged for something i did not used. Below is the story. https://t.co/HrknGqRmg9,negative
@dialoglk @dialoglk even after this much i got mail for paying 1100 rs amount which i never used. Fooling customer.,negative
@dialoglk but i promise  without any problems i regular  tweet  to aware  people not to choose  airtel as a airtel user,negative
#hbdajithbysuriyafans @dialoglk is the worst. I have been deceived by their terms and conditions. Cannot recharge with Rs399 using USSD,negative
@dialoglk is the worst. I have been deceived by their terms and conditions. Cannot recharge with Rs399 using USSD #pk,negative
"@dialoglk I'm spending more then 700/- pm, bt still unsatisfied with service and data pack,i hope Jio launch better pstpaid wth huge data",negative
@dialoglk #dialoglk so u cheat people like this,negative
#dialoglk @dialoglk I want my money back. Worst service I have ever seen. https://t.co/1ZDFdiscW9,negative
@dialoglk worst service ever. Shifting to jio. Fuck you!!,negative
@dialoglk its very bad service on your part. Totally pissed,negative
RT @porwalpk7164: @dialoglk Airtel 4G network not working from last one week . Call dropping voice cracking problem arises,negative
@dialoglk #dialoglk every1 start exposing thieves n absolutely unskilled and ill mannered staff of @dialoglk #dialoglk,negative
"#dialoglk @dialoglk You guys suck!! Your zero technical knowledge and follow up skills! You are no good, absolutely!",negative
#dialoglk @dialoglk Thieves of first order @dialoglk #dialoglk - it's time to throw you guys out of the market,negative
@dialoglk wtf...mailed/called/messaged more then 100 times to dumb c care...very poor service...ridiculous..,negative
@dialoglk my 16mbps speed 125gb/1500rs plan.. but all I see is a loading spinning icon all the time. Not even loading a plain html page.,negative
#dialoglk @dialoglk Company that never fulfills promise; R u suiciding itself?7 complaints no resolution.50 will leave u shortly.,negative
@idea_cares .. i was silent for last 2 months but now fed up with ir services .. going for #mnp to @dialoglk,negative
@dialoglk shopkeeper don't want to help me properly and also your customer care service so poor. this is my worst experience,negative
